name,SARS-COV2-GSE120934,SARS-COV2-GSE147507,SARS-GSE56192,MERS-GSE56192,MERS-GSE139516,Type
AC011473.2,1.03763651505458,0,0,0,1.76168634290809,cov2-common
AC011479.5,0.91955979457697,0,0,0,0,SARS-COV2-GSE120934
AC011483.2,0.523782238290719,0,0,0,0,SARS-COV2-GSE120934
AC011495.3,0,0,0,0,3.04112562071372,MERS-GSE139516
AC011497.2,0,0,0.382640553343088,0,0,SARS-GSE56192
AC011510.1,0,0,0.620805585838509,0,0,SARS-GSE56192
AC011511.3,0,0,0,-0.306119450090055,0,MERS-GSE56192
AC011511.5,0,0,0,0,-1.97727556051153,MERS-GSE139516
AC011603.3,0,0,0,-0.239466773272553,0,MERS-GSE56192
AC011611.3,0.737179732294958,0,0,0,0,SARS-COV2-GSE120934
AC011731.1,0,0,0,0.56568205110765,0,MERS-GSE56192
AC011933.1,-0.8761858634463,0,0,0,0,SARS-COV2-GSE120934
AC011979.1,0,0,-0.374729031860902,0,0,SARS-GSE56192
AC012157.2,0,0,0.42436120629649,0,0,SARS-GSE56192
AC012321.1,-0.582921015584522,0,0,0,0,SARS-COV2-GSE120934
AC012363.2,0,0,0.363704734614588,0,0,SARS-GSE56192
AC012615.2,0,0,0.516601833956571,0,0,SARS-GSE56192
AC012615.3,0,0.291629924765007,0.359303189537342,0,0,common
AC012640.6,0,0,0.652585911907146,-0.124195162634356,0,common
AC013451.1,0,0,0.614459528390657,0,0,SARS-GSE56192
AC013451.2,0.615172632622158,0,0,0,0,SARS-COV2-GSE120934
AC013489.1,0.836388428377727,0,0,0,0,SARS-COV2-GSE120934
AC013489.3,0,-0.481591706215516,0.400640029296582,0,0,common
AC015674.1,0.961249443044168,0,0.687789278248518,-0.189225611473557,0,common
AC015688.6,0,0,0.491225002938736,0,0,SARS-GSE56192
AC015712.2,0.73694144911301,0,0,0,0,SARS-COV2-GSE120934
AC015802.6,0,0,0.269718437793854,0,0,SARS-GSE56192
AC015813.2,0,0,-0.999504791296637,0,0,SARS-GSE56192
AC015813.5,0.555617615220735,0,0,0,0,SARS-COV2-GSE120934
AC015909.1,0,0,0.746926926255959,0,0,SARS-GSE56192
AC015912.1,0,0.47943873202151,0,0,0,SARS-COV2-GSE147507
AC016026.1,0,0,0.294090274129986,0,0,SARS-GSE56192
AC016394.4,0,0,-0.182383386427885,0,0,SARS-GSE56192
AC016588.1,0,0,0.467551721692858,0,0,SARS-GSE56192
AC016596.3,-0.329931254201383,0,0,0,-1.86979049024177,common
AC016629.3,0,0,0,0.815163243881081,0,MERS-GSE56192
AC016739.1,0,0,-0.439723896905904,-0.232137479424576,0,common
AC016825.1,0,0,0.404108235253256,0,0,SARS-GSE56192
AC016876.3,0,0,-0.315529217817077,0,16.1288068817337,common
AC017083.2,0.569397514418777,0,0.914049304808315,0,0,common
AC017083.3,0,0,-0.287446178153805,0,0,SARS-GSE56192
AC018362.2,0,0,0.450075397220796,0,0,SARS-GSE56192
AC018521.2,0,0,0.493809515708559,0,0,SARS-GSE56192
AC018557.1,0,0,0.20315411081856,0,0,SARS-GSE56192
AC018629.1,-0.160810065309983,0,0,0,0,SARS-COV2-GSE120934
AC018630.2,0,0,-0.451147800281338,0,0,SARS-GSE56192
AC018638.1,0,0,-0.537621686743123,0,0,SARS-GSE56192
AC018638.4,0,0,0.147862779244943,0,0,SARS-GSE56192
AC018638.5,0,-0.317064318161245,0,0,0,SARS-COV2-GSE147507
AC018761.4,0,0,0.284908308084679,0,0,SARS-GSE56192
AC018804.1,0,0,-0.42385503121499,0,0,SARS-GSE56192
AC018868.1,-0.649996174560182,0,0,0,0,SARS-COV2-GSE120934
AC019257.9,0,0,0.406170612865661,0,0,SARS-GSE56192
AC019349.1,0.742436843976004,0,0,0,0,SARS-COV2-GSE120934
AC020651.1,0,0,0.438984129815943,0,0,SARS-GSE56192
AC020763.4,0,0,0.335411691763068,0,0,SARS-GSE56192
AC020765.2,0,0,0,0,-1.92532112557479,MERS-GSE139516
AC020909.3,0,-0.269303493501567,0,-0.293873349715372,0,common
AC020934.2,0,0,-0.582864058632111,0,0,SARS-GSE56192
AC020978.2,0,0,0.50921119020288,0,0,SARS-GSE56192
AC021078.1,0,0,0.329681029226009,0,0,SARS-GSE56192
AC021088.1,0,0,0.35890194912579,0,0,SARS-GSE56192
AC021097.1,-0.799564454334837,0,0,0,0,SARS-COV2-GSE120934
AC022149.1,-0.777132454444618,0,0.146038066965266,0,0,common
AC022167.1,0,0,0.418259022449799,-0.207390526969815,0,common
AC022400.1,0,0,0.25813933697664,0,0,SARS-GSE56192
AC022400.9,0.492117478412832,0,0.422427790837739,0,0,common
AC022966.1,0.238028713680227,0,0,0,2.04699360752219,common
AC022966.2,0,0,1.26571336189933,0,0,SARS-GSE56192
AC023355.2,0,-0.276927795063472,0,0,0,SARS-COV2-GSE147507
AC023509.1,0,0,1.15902190236917,0,0,SARS-GSE56192
AC024293.1,-0.636579775501254,-0.236031231367096,0,0,0,cov2-common
AC024909.1,0.561489787269453,0,0,0,0,SARS-COV2-GSE120934
AC025043.1,0,0,0.281860913083496,0,0,SARS-GSE56192
AC025165.2,0,0,-0.334392756216876,0,0,SARS-GSE56192
AC025257.1,0,0,0.367508300070347,0,0,SARS-GSE56192
AC025259.1,0.788976558162661,0,0,0,0,SARS-COV2-GSE120934
AC025262.3,0,0,0.855513775951045,0,0,SARS-GSE56192
AC025370.1,0,0,0.789866081266088,-0.681333137026932,0,common
AC025423.4,0.483843796027501,0,0.640508397828123,0,0,common
AC025442.1,0,0,0.443384346921789,0,0,SARS-GSE56192
AC025682.2,0.581310090210333,0,0.25637449514577,0,0,common
AC026347.2,0,0,0.498066713308456,0,0,SARS-GSE56192
AC027031.2,0,0,-0.6306889688029,0,0,SARS-GSE56192
AC027277.1,0,0,0.438774360607273,0,0,SARS-GSE56192
AC027290.2,0.495148397868477,0,0.43237705257968,0,0,common
AC027309.2,0,0,0,0,-5.63123995555708,MERS-GSE139516
AC027319.1,0,0,1.01575579770683,-0.242107290153109,0,common
AC027601.4,0,0,0.806491410758038,0,0,SARS-GSE56192
AC027644.3,0,0,0.501005686545951,0,0,SARS-GSE56192
AC027796.4,0,-0.868228423303178,0,0,0,SARS-COV2-GSE147507
AC034102.1,-0.744345905420165,0,-0.29980614240159,0,0,common
AC034102.6,0,-0.29743197266372,0,0,0,SARS-COV2-GSE147507
AC034236.1,-1.22650328359558,0,0,0,0,SARS-COV2-GSE120934
AC036103.1,0,0,0.412027645606228,0,0,SARS-GSE56192
AC036108.2,0,0,0,0.193070350594565,0,MERS-GSE56192
AC037198.2,0,0,0.817382799963944,0,0,SARS-GSE56192
AC040169.1,0,0,0,0,1.8660363011211,MERS-GSE139516
AC044849.1,0,0,0.446388615947026,0,0,SARS-GSE56192
AC044860.1,0,0,0,0,-1.33532010909319,MERS-GSE139516
AC048341.2,0,-0.701902438111363,0,0,0,SARS-COV2-GSE147507
AC060766.1,0,0,0.198255378129912,0,0,SARS-GSE56192
AC060766.5,0,0,0.283533425785147,-0.761608184402207,0,common
AC060780.2,-0.758170431564588,0,0,0,0,SARS-COV2-GSE120934
AC064799.1,-1.03718834360236,0,0,0,0,SARS-COV2-GSE120934
AC064836.4,0,0,0.3906193728045,0,0,SARS-GSE56192
AC067751.1,0,0,-0.377986562427081,0,0,SARS-GSE56192
AC067852.2,0.253678122851416,0,-0.146501087338917,0,0,common
AC067930.5,0.391386263842014,0,0,0,-1.45981672410178,common
AC068533.4,0,0,-0.762455545346772,0,0,SARS-GSE56192
AC068631.4,-0.51874476268927,0,-0.30796399894001,0,0,common
AC068831.5,0,0,0.411460930285248,0,0,SARS-GSE56192
AC068888.1,0,0,0.650377498572519,0.340051851005615,0,common
AC069234.2,0,0,0,0.168027120774491,0,MERS-GSE56192
AC069234.3,0,0,0.30613089913337,0,0,SARS-GSE56192
AC069288.1,0,0,-0.424369928646273,0,0,SARS-GSE56192
AC073046.1,0,0,0,0,2.42405952815091,MERS-GSE139516
AC073052.2,0,0,0,0,-1.67660021367517,MERS-GSE139516
AC073254.1,0,0,0.441130975207645,0,0,SARS-GSE56192
AC073641.1,0,0,0.304322645823862,-0.57433935479707,0,common
AC073861.1,-0.477504183376729,-0.366199111570808,-0.356386788617139,-0.159462179125217,0,cov2-common
AC073896.2,0,0,-0.413891814934721,0,0,SARS-GSE56192
AC074044.1,0,0,0.245362530704405,0,0,SARS-GSE56192
AC074212.1,0,0,-0.279995994683302,0,0,SARS-GSE56192
AC078816.1,0.585895378516223,0,0,0,0,SARS-COV2-GSE120934
AC078817.1,0,0,0,0,-3.66217237354026,MERS-GSE139516
AC078909.1,0,0,0.488135566657357,0,0,SARS-GSE56192
AC079250.1,-0.622019776642659,0,0,-0.289670925923362,0,common
AC079328.2,0.982860566208531,0,0.659973658751295,0,0,common
AC079922.1,-0.972131283862048,0,0,0,0,SARS-COV2-GSE120934
AC080038.4,0,0,0.412580160917597,0,0,SARS-GSE56192
AC083798.2,0,0,0.398365763780298,0,0,SARS-GSE56192
AC084024.3,0.782809563383331,0,0,0,-1.76972210656256,common
AC087164.2,0,0,0.325403277355419,0,0,SARS-GSE56192
AC087190.1,0,0,0.421534106150837,0,0,SARS-GSE56192
AC087190.3,0,0,0,-1.08303665099468,0,MERS-GSE56192
AC087284.2,0,0,0.370218971160791,0,0,SARS-GSE56192
AC087289.3,0,0,-0.656629976788929,0,0,SARS-GSE56192
AC087289.4,0,0,0.282832585000114,0,0,SARS-GSE56192
AC087292.2,0,0,0.618966310648695,0,0,SARS-GSE56192
AC087393.2,0,-0.285959107069113,0.750829411652739,-0.16143546419917,0,common
AC087521.4,0.677308264297536,0,1.06584202304135,0,0,common
AC087588.3,0,0,0.296493346035629,0,0,SARS-GSE56192
AC089999.3,0,0,0,0,0.897071663219133,MERS-GSE139516
AC090114.1,-0.780926102334925,0,0,0,0,SARS-COV2-GSE120934
AC090114.3,-0.593454193169195,0,0,0,0,SARS-COV2-GSE120934
AC090197.1,0,0,0.729229928122105,0,0,SARS-GSE56192
AC090948.4,0,0,0.421168067767002,0,0,SARS-GSE56192
AC090971.2,0.579183388394334,0,0.781207293932407,0,0,common
AC090984.1,0,0,0.415107911014465,0,0,SARS-GSE56192
AC091042.1,-0.915411754505803,0,0,0,0,SARS-COV2-GSE120934
AC091045.2,0,0,-0.296882353262022,0,0,SARS-GSE56192
AC091053.1,0,0,0.587257839710323,0,0,SARS-GSE56192
AC091117.2,0,0,0.654345649902904,0,0,SARS-GSE56192
AC091180.4,0,0,0.470725149442268,0,0,SARS-GSE56192
AC091551.1,-0.840946370979438,0,0,0,0,SARS-COV2-GSE120934
AC091564.4,0,0,0.383342827638447,0,0,SARS-GSE56192
AC091607.2,0,0,0,-0.263191103050844,0,MERS-GSE56192
AC092069.1,0,0,0.752933709057778,-0.325420622355453,0,common
AC092115.3,0,0,0.906486876547646,0,0,SARS-GSE56192
AC092115.4,0,0,-0.26536571493585,0,0,SARS-GSE56192
AC092368.3,0,0,-0.1622310581459,0,0,SARS-GSE56192
AC092567.1,0,0,0.473024490374023,0,0,SARS-GSE56192
AC092683.1,0,0,0,0.581010978049871,0,MERS-GSE56192
AC092691.1,0,0,-0.408084234318341,0,0,SARS-GSE56192
AC092718.4,0,0,0,0,-1.54543392521443,MERS-GSE139516
AC092849.1,0,0,-0.148884294656605,0,0,SARS-GSE56192
AC093110.1,0.474446453496132,0,0.405809575390118,0,0,common
AC093503.2,0,0,0.347610380249615,0,0,SARS-GSE56192
AC093525.2,0,0,0,-0.793080250884157,0,MERS-GSE56192
AC093591.1,-0.619474935765415,0,0,0,0,SARS-COV2-GSE120934
AC093752.1,0,0,1.14199009877559,0,0,SARS-GSE56192
AC096536.2,0,0,0.480391067343159,0,0,SARS-GSE56192
AC096772.2,-0.54100699740622,0.315701289185719,0.609275645970338,0,0,cov2-common
AC097451.1,0,0,0.508105822055533,0,0,SARS-GSE56192
AC097523.1,-0.835446180240936,0,0,0,0,SARS-COV2-GSE120934
AC097534.1,0,0,0.537917950808517,0,0,SARS-GSE56192
AC097709.1,0,0.777742658646222,0,0,0,SARS-COV2-GSE147507
AC098595.1,0,0,0.325502428805372,0,0,SARS-GSE56192
AC098614.3,0,0.397421899965322,-0.285067354363667,0,0,common
AC099329.1,-1.36022054367909,0,0,0,0,SARS-COV2-GSE120934
AC099336.2,-1.0789431582941,0,0,0,0,SARS-COV2-GSE120934
AC099508.1,0,0,0.34797545681268,0,0,SARS-GSE56192
AC099518.5,0.427182511591583,0,0,0,0,SARS-COV2-GSE120934
AC100793.3,0,0,0.161179915390481,0,0,SARS-GSE56192
AC104066.5,0,0,-0.336081912111378,0,0,SARS-GSE56192
AC104116.1,0,0,0.311660484300585,0,0,SARS-GSE56192
AC104117.2,0,0,0.483464784225459,0,0,SARS-GSE56192
AC104411.1,0,0,0.427068273390725,0.675883367583327,0,common
AC104563.1,0,0,-0.350337975595381,0,0,SARS-GSE56192
AC104758.1,0,0,0.437211514083422,-0.287285349816601,0,common
AC105020.2,0,0,0.271195870708964,0,0,SARS-GSE56192
AC105020.4,0,0,0.825889487612021,0,0,SARS-GSE56192
AC105020.6,0,0,0.692793323539082,0,0,SARS-GSE56192
AC105105.1,0,0,0.810602714061574,0,0,SARS-GSE56192
AC105250.1,-0.439551046354802,0,0,0,0,SARS-COV2-GSE120934
AC106760.1,0,0,0.42895315443212,0,0,SARS-GSE56192
AC106795.1,0,0,-0.225964805894095,0,0,SARS-GSE56192
AC107072.2,0,0,0.441785048535613,0,0,SARS-GSE56192
AC107398.2,0,0,0.473411190709458,0,0,SARS-GSE56192
AC108010.1,0,0,0.292548283647445,0,0,SARS-GSE56192
AC108449.3,0,0,0.412076292023827,0,0,SARS-GSE56192
AC108863.2,0,0,0.502804433866529,0,0,SARS-GSE56192
AC109322.1,0,0,0,-0.550956952152456,0,MERS-GSE56192
AC109587.1,0,0,0.340917834357975,0,0,SARS-GSE56192
AC110597.3,0,0,0.273906285926749,0,0,SARS-GSE56192
AC112211.1,0,0,0.428686784025972,0,0,SARS-GSE56192
AC112496.1,0,0,0,0.791703500759085,0,MERS-GSE56192
AC112497.2,0,0,0.402425969258889,0,0,SARS-GSE56192
AC112777.1,0,0,0,-0.262070621633655,0,MERS-GSE56192
AC113386.1,0,0,0,0.501668303197804,0,MERS-GSE56192
AC114271.1,0,0,0,0,-1.49771666534702,MERS-GSE139516
AC114490.2,0,0,-0.487221513486237,0,0,SARS-GSE56192
AC114498.2,0,0,0.466037935971396,0,0,SARS-GSE56192
AC114546.3,0.456905243885459,0,0,0,0,SARS-COV2-GSE120934
AC114947.2,0.429810437484928,0,0.382857861680282,0,0,common
AC115223.1,0,0,-0.396051947032964,-0.245544242536749,0,common
AC115618.2,0,0,0.516256636725841,0,0,SARS-GSE56192
AC116317.1,0,0,0.398088608512393,0,0,SARS-GSE56192
AC116533.1,-0.797902848608269,0,0,-0.16023722713809,0,common
AC117378.1,0,0,-0.690518901295708,0,0,SARS-GSE56192
AC118549.1,-0.341787727662772,0,0,0,0,SARS-COV2-GSE120934
AC120114.2,0,0,0.401473730247229,0,0,SARS-GSE56192
AC122108.2,0,0,0,0,-2.26747254832266,MERS-GSE139516
AC123768.5,0,0,0.282198351974968,0,0,SARS-GSE56192
AC124068.1,0,0,0.714257366878925,0,0,SARS-GSE56192
AC124283.1,0,0,0.524116370321285,0,0,SARS-GSE56192
AC125257.2,1.32424629980227,0,1.26427571487361,0,0,common
AC125494.1,0,0,0.468219341647533,0,0,SARS-GSE56192
AC125611.3,1.42666241170103,0,0,-0.227706158082291,0,common
AC127496.6,0,0,0.447536497647216,0,0,SARS-GSE56192
AC130304.1,0.469781758077094,0,0,0,-0.770479997319507,common
AC130324.3,0,0,0.429119273646025,0,0,SARS-GSE56192
AC130343.1,0,-0.522452538994691,0,0,0,SARS-COV2-GSE147507
AC130456.5,0,0,0.709436791673483,0,0,SARS-GSE56192
AC131238.1,0,0,0.287197177357175,0,0,SARS-GSE56192
AC132872.1,-0.509737655354659,0,0,0,0,SARS-COV2-GSE120934
AC133528.1,-0.75498171944798,0,0,0,0,SARS-COV2-GSE120934
AC133644.3,0,0,-0.186240511568081,0,0,SARS-GSE56192
AC134312.5,0,0,-0.209849537954986,0,0,SARS-GSE56192
AC135050.3,-1.01038512206225,0,0,0,0,SARS-COV2-GSE120934
AC135050.7,0,0,0.393948122304949,0,0,SARS-GSE56192
AC135457.1,0,0,0.386436553953532,0,0,SARS-GSE56192
AC135507.1,0,0,0.486888285181745,0,0,SARS-GSE56192
AC136469.2,0,0,0.432471312849549,0,0,SARS-GSE56192
AC137590.1,0,0,0.534996052321904,0,0,SARS-GSE56192
AC137630.1,0,0,0,0,-13.1303501034604,MERS-GSE139516
AC137630.3,0,0,0.622554105058516,0,0,SARS-GSE56192
AC138028.4,0,0,0.224193469271011,0,0,SARS-GSE56192
AC138466.2,0,0,0,0,2.7861616459786,MERS-GSE139516
AC139530.1,0,0,0.462576701051032,0,1.38551716842614,common
AC139769.2,0.259813526375212,0,0,0,0,SARS-COV2-GSE120934
AC139887.2,0,0,0.307068956419371,0,0,SARS-GSE56192
AC140479.5,0.455268248997283,0,0,0,0.845552611152409,common
AC141424.1,0,0,-0.245068182307759,0,0,SARS-GSE56192
AC141586.3,0,-0.147786059373733,0,0,0,SARS-COV2-GSE147507
AC145207.3,0,0,0.909095183190477,0,0,SARS-GSE56192
AC145207.4,0,0,0.496992465813864,0,0,SARS-GSE56192
AC159540.2,-0.634886012341103,0,0,0,0,SARS-COV2-GSE120934
AC240274.1,0,0,0.142852130058652,0,0,SARS-GSE56192
AC242498.1,0,0,-0.726483733550019,0,0,SARS-GSE56192
AC243919.1,0,0,0,-0.172147468319363,0,MERS-GSE56192
AC243960.2,-0.536370913881749,0,0,0,0,SARS-COV2-GSE120934
AC243964.4,0,0,0.741924208111676,-0.587317467615244,0,common
AC244669.1,0,0,0.427095552190174,0,0,SARS-GSE56192
AC245033.3,0,0,0.3896621470947,0,0,SARS-GSE56192
